part_number235	index	yuPriceOpt	mezhPriceOpt	paPriceOpt	riPriceOpt	chPriceOpt
10300074	167	0	0	0	0	0
10102011	168	0	0	0	0	0
10100860	169	0	0	0	0	0
10100087	170	0	0	0	0	0
10101145	171	0	0	0	0	0
10102475	172	0	0	0	0	0
10102104	173	0	0	0	0	0
10100801	174	0	0	0	0	0
10630233	175	0	0	0	0	0
10102106	176	0	0	0	0	0
10630235	177	0	0	0	0	0
10130765	178	0	0	0	0	0
10100338	179	0	0	0	0	0
2150SL	180	0	0	0	0	0
1EVS03	181	0	0	0	0	0
PSDB112	182	0	0	0	0	0
1180	183	0	0	0	0	0
PRB-1	184	0	0	0	0	0
PRB-2	185	0	0	0	0	0
PRB-12	186	0	0	0	0	0
PRB-14	187	0	0	0	0	0
RSMAUW	188	0	0	0	0	0
PRB-2W SILVER	189	0	0	0	0	0
1MVEM2	190	0	0	0	0	0
CL F700 A/S	191	0	0	0	0	0
PRB-2S	192	0	0	0	0	0
3UB 2A14 (White)	193	0	0	0	0	0
3UB 2A14 (Blue)	194	0	0	0	0	0
10200064	195	0	0	0	0	0
40760	196	0	0	0	0	0
R332G1339S1S-UGOBULK	197	0	0	0	0	0
42690	198	0	0	0	0	0
SRM-1103	199	0	0	0	0	0
SGM-1103	200	0	0	0	0	0
SRM-1101	201	0	0	0	0	0
M71XWS1	202	0	0	0	0	0
T85UWS1	203	0	0	0	0	0
SGM-1104	204	0	0	0	0	0
SGM-4303	205	0	0	0	0	0
SRM-1102	206	0	0	0	0	0
SGM-4304	207	0	0	0	0	0
M92UWH	208	0	0	0	0	0
T71NWS1	209	0	0	0	0	0
M113NWS1	210	0	0	0	0	0
SGM-1106	211	0	0	0	0	0
1EVS04	212	0	0	0	0	0
M84NWH	213	0	0	0	0	0
M84NWV	214	0	0	0	0	0
T84UWV1	215	0	0	0	0	0
T85NWS1	216	0	0	0	0	0
T99NWS1	217	0	0	0	0	0
M119XWS1	218	0	0	0	0	0
PSAA90	219	0	0	0	0	0
SGM-4305	220	0	0	0	0	0
M100UWH	221	0	0	0	0	0
M94NWX	222	0	0	0	0	0
M100XWH	223	0	0	0	0	0
PSAC100	224	0	0	0	0	0
T113NWS1	225	0	0	0	0	0
PSAA108	226	0	0	0	0	0
T113UWS1	227	0	0	0	0	0
T92UWH	228	0	0	0	0	0
T119NWS1	229	0	0	0	0	0
M120UWH2	230	0	0	0	0	0
PSBB167	231	0	0	0	0	0
M120XWV2	232	0	0	0	0	0
PSAC120	233	0	0	0	0	0
M100HSR-PRO	234	0	0	0	0	0
M136XWS1	235	0	0	0	0	0
PSBC150	236	0	0	0	0	0
10200063	237	0	0	0	0	0
M120XWH2	238	0	0	0	0	0
T136NWS1	239	0	0	0	0	0
1EVS57	240	0	0	0	0	0
T100UWH	241	0	0	0	0	0
T136UWS1	242	0	0	0	0	0
M128NWX	243	0	0	0	0	0
Electric120V	244	0	0	0	0	0
M135UWH2	245	0	0	0	0	0
M135XWH2	246	0	0	0	0	0
T120UWH	247	0	0	0	0	0
M120HSR-PRO	248	0	0	0	0	0
PSAC150	249	0	0	0	0	0
M135XWV2	250	0	0	0	0	0
PSAA135	251	0	0	0	0	0
M120VSR-PRO	252	0	0	0	0	0
M150XWV2	253	0	0	0	0	0
M150XWH2	254	0	0	0	0	0
ELECTRIC100XH	255	0	0	0	0	0
1EVS58	256	0	0	0	0	0
ELECTRIC100V	257	0	0	0	0	0
M139NWX	258	0	0	0	0	0
10430110	259	0	0	0	0	0
VMAX100XWV2	260	0	0	0	0	0
VMAX84UWH2	261	0	0	0	0	0
VMAX100XWH2	262	0	0	0	0	0
ELECTRIC125XH	263	0	0	0	0	0
Electric128NX	264	0	0	0	0	0
FA-M100WM	265	0	0	0	0	0
FA-M106WM	266	0	0	0	0	0
VMAX106XWH2-E24	267	0	0	0	0	0
FA-M120WM(4:3)	268	0	0	0	0	0
PSAA162	269	0	0	0	0	0
PM120VT	270	0	0	0	0	0
VMAX150XWH2	271	0	0	0	0	0
VMAX135UWH2	272	0	0	0	0	0
PM110HT-E12	273	0	0	0	0	0
VMAX150UWV2	274	0	0	0	0	0
FA-M150WM(4:3)	275	0	0	0	0	0
HOME150IWV2	276	0	0	0	0	0
FA-M150WM(16:9)	277	0	0	0	0	0
PM135VT	278	0	0	0	0	0
10200046	279	0	0	0	0	0
PM144HT	280	0	0	0	0	0
CB-M180WM	281	0	0	0	0	0
PM150VT	282	0	0	0	0	0
10200258	283	0	0	0	0	0
PM165HT	284	0	0	0	0	0
10101097	285	0	0	0	0	0
10600134	286	0	0	0	0	0
SP060GBSS3V55S25	287	0	0	0	0	0
SP120GBSS3S55S25	288	0	0	0	0	0
SP120GBSS3S60S25	289	0	0	0	0	0
SP120GBSS3V55S25	290	0	0	0	0	0
SP240GBSS3S55S25	291	0	0	0	0	0
INTECH M-76	292	0	0	0	0	0
JL-9000E	293	0	0	0	0	0
M-76 Dual user	294	0	0	0	0	0
INTECH RD80A	295	0	0	0	0	0
T84 B(C)-WB	296	0	0	0	0	0
T84 B(IR)-WD	297	0	0	0	0	0
RE80A	298	0	0	0	0	0
T65L(IR)-WD	299	0	0	0	0	0
UB-T580-G	300	0	0	0	0	0
UB-T580W-G	301	0	0	0	0	0
UB-T880-G	302	0	0	0	0	0
PRB-4S SILVER	303	0	0	0	0	0
PRB-4 SILVER	304	0	0	0	0	0
PRB-10 SILVER	305	0	0	0	0	0
PRB-3 SILVER	306	0	0	0	0	0
SGM-4302	307	0	0	0	0	0
Экран мобильный напольный 170*125 SGF-4302	308	0	0	0	0	0
SGT-1103	309	0	0	0	0	0
T100UWV1	310	0	0	0	0	0
T120NWV1	311	0	0	0	0	0
M80NWV	312	0	0	0	0	0
M85XWS1	313	0	0	0	0	0
ELECTRIC84XH	314	0	0	0	0	0
M150UWV2	315	0	0	0	0	0
TS256GSSD370S	316	0	0	0	0	0
TS128GSSD370S	317	0	0	0	0	0
SP240GBSS3V55S25	318	0	0	0	0	0
MJ1M2ZM/A	319	0	0	0	0	0
MB572Z/B	320	0	0	0	0	0
MD862ZM/A	321	0	0	0	0	0
MB571Z/A	322	0	0	0	0	0
MD826ZM/A	323	0	0	0	0	0
MD825ZM/A	324	0	0	0	0	0
WMB-70S	325	0	0	0	0	0
TMB-60S	326	0	0	0	0	0
WMB-100V	327	0	0	0	0	0
TMB-70S	328	0	0	0	0	0
EMS-100V	329	0	0	0	0	0
EMS-70S	330	0	0	0	0	0
R332G1339U2S-UOBULK	331	0	0	0	0	0
CT25664BA160B	332	0	0	0	0	0
R532G1601S1S-UO	333	0	0	0	0	0
CT25664BF160B	334	0	0	0	0	0
R534G1601U1S-UO	335	0	0	0	0	0
R334G1339S1S-UO	336	0	0	0	0	0
CT51264BA160BJ	337	0	0	470	0	0
R534G1601S1SL-UO	338	0	0	0	0	0
TS512MSK64V6H	339	0	0	0	0	0
TS512MSK64W6H	340	0	0	0	0	0
R338G1339U2S-UGOBULK	341	0	0	0	0	0
R538G1601S2SL-UO	342	0	0	0	0	0
R338G1339S2S-UGO	343	0	0	0	0	0
BLS8G3D18ADS3CEU	344	0	0	0	0	0
3UB 2A14 (Red)	345	0	0	0	0	0
SNM-1	346	0	0	0	0	0
SNM-10	347	0	0	0	0	0
SNM-11	348	0	0	0	0	0
SNM-2	349	0	0	0	0	0
SNM-3	350	0	0	0	0	0
SNM-4	351	0	0	0	0	0
SNM-6	352	0	0	0	0	0
SNM-7	353	0	0	0	0	0
SNM-8	354	0	0	0	0	0
SNM-9	355	0	0	0	0	0
SNT-1	356	0	0	0	0	0
SNT-2	357	0	0	0	0	0
SNT-3	358	0	0	0	0	0
SNT-4	359	0	0	0	0	0
KVR800D2N6/2G	360	0	0	240	0	160
KVR800D2N5/2G	361	0	0	0	0	0
F8J023bt04-BLK	362	0	0	0	0	0
KVR16N11/8	363	0	750	850	850	730
CEB-2511-U3	364	0	0	0	0	0
100683	365	0	0	0	0	0
H5TQ2G83BFR-H4C	366	0	0	0	0	0
PSAX106 (16:10)	367	0	0	0	0	0
PSAX139D (16:10)	368	0	0	0	0	0
KVR667D2N5/2G	369	0	200	230	0	0
BLS2C8G3N18AES4CEU	370	0	0	0	0	0
CT25664AC800	371	0	0	0	0	0
CT8G3S1339MCEU	372	0	0	0	0	0
CT8G3S160BMCEU	373	0	0	0	1700	0
KTA-MB1333/8G	374	0	0	0	0	800
KTA-MB1600/8G	375	0	0	0	0	0
KTA-MB800K2/2G	376	0	0	0	0	0
KVR13S9S8/4	377	0	0	500	0	0
KVR16LS11S6/2	378	0	0	0	0	0
KVR16S11/8	379	0	750	850	800	0
KVR800D2S6/1G	380	0	75	130	0	0
KVR800D2S6/2G	381	0	200	200	0	160
R532G1601S1SL-UO	382	0	0	0	0	0
R534G1601S1S-UOBULK	383	0	0	0	0	0
R538G1601S2S-UO	384	0	0	0	0	0
SP512MBSDU400002	385	0	0	0	0	0
TS128MSQ64V8U	386	0	0	0	0	0
TS1GSK64W6H	387	0	0	0	0	0
TS512MSK64V3N	388	0	0	500	400	0
BLE4G3D1869DE1TX0CEU	389	0	0	0	0	0
BLE8G3D1869DE1TX0CEU	390	0	0	0	0	0
BLS2CP8G3D1609DS1S00CEU	391	0	0	0	0	0
BLS4G3D18ADS3CEU	392	0	0	0	0	0
CT102464BA160B	393	0	0	0	850	0
CT102464BD186D	394	0	0	1000	0	0
CT12864AA800	395	0	0	0	0	0
CT25664AA800	396	0	0	200	0	0
CT2K51264BD160BJ	397	0	0	0	0	0
CT2K51264BD186DJ	398	0	0	0	0	0
CT4G4DFS8213	399	0	0	0	0	0
CT51264BD186DJ	400	0	0	0	0	0
CT6464Z40B	401	0	0	0	0	0
CT8G3W186DM	402	0	0	0	0	0
KTA-MP1600S/4G	403	0	0	0	0	0
KVR13N9S6/2	404	0	0	0	0	0
KVR16N11S6/2	405	0	0	0	0	0
KVR21N15D8/8	406	0	0	0	0	0
KVR800D2N6/1G	407	0	0	150	0	0
R538G1601U2S-UOBULK	408	0	0	0	0	0
R744G2133U1S	409	0	0	0	0	0
TS128MLQ64V8U	410	0	0	0	0	0
TS512MLK64V3N	411	0	0	0	0	0
TS512MLK64V6H	412	0	0	0	0	0
TX2400KLN-8GK	413	0	0	0	0	0
CT102472BA160B	414	0	0	0	0	0
CT102472BD160B	415	0	0	0	0	0
CT16G4RFD4213	416	0	0	0	0	0
CT2K16G4RFD4213	417	0	0	0	0	0
CT8G3ERSDS4186D	418	0	0	0	0	0
CT8G4RFS4213	419	0	0	0	0	0
KTH-PL313Q8LV/16G	420	0	0	0	0	0
KTH-PL316ES/4G	421	0	0	0	0	0
KTH-PL316S/8G	422	0	0	0	0	0
KTH-PL316S8/4G	423	0	0	0	0	0
KTH-XW9400K2/16G	424	0	0	0	0	0
KVR13LR9D4/16	425	0	0	0	0	0
KVR16LR11D8/8	426	0	0	0	0	0
KVR16R11D8/8I	427	0	0	0	0	0
KVR18R13S4/8	428	0	0	0	0	0
TS16GJMA334Z	429	0	0	0	0	0
KVR13S9S6/2	430	0	200	200	0	0
KVR16S11S8/4	431	0	0	500	400	0
TS512MSK64V3H	432	0	0	0	0	0
R322G805U2S-UGO	433	0	0	0	0	0
R744G2400U1S	434	0	0	0	0	0
TX2400KLH-16GK	435	0	0	0	0	0
R538G1601S2SL-UOBULK	436	0	0	0	0	0
KVR16R11D4/16KF	437	0	0	0	0	0
TS128MLQ64V8J	438	0	0	0	0	0
CT12864AC800	439	0	0	0	0	0
KVR16LS11/4	440	0	425	470	0	370
AE34G1339H1-UOBULK	441	0	0	0	0	0
BLS2CP4G3D1609DS1S00CEU	442	0	0	0	0	0
BLS8G4D240FSB	443	0	0	0	0	0
BLT2CP8G3D1869DT1TX0CEU	444	0	0	0	0	0
CT2K4G4DFS8213	445	0	0	0	0	0
CT2K8G4DFD8213	446	0	0	0	0	0
CT102472BB160B	447	0	0	0	0	0
KTA-MB1333S/4G	448	0	0	0	0	0
KTA-MB1600L/4G	449	0	0	0	0	0
R534G1601S1SL-U	450	0	0	0	0	0
R534G1601U1S-URETAIL	451	0	0	0	0	0
TS1GLH64V1H	452	0	0	0	0	0
CT51272AF80E	453	0	0	0	0	0
AK-310103-200-E	454	0	0	0	0	0
AK-310100-050-E	455	0	0	0	0	0
AK-310103-100-E	456	0	0	0	0	0
AK-310103-150-E	457	0	0	0	0	0
DS-53420	458	0	0	0	0	0
DS-53450	459	0	0	0	0	0
DS-53440	460	0	0	0	0	0
AK-300310-002-S	461	0	0	0	0	0
AK-300309-002-S	462	0	0	0	0	0
MJ1L2ZM/A	463	0	0	0	0	0
MB570Z/B	464	0	0	0	0	0
KVR16S8/4	465	0	0	0	0	0
AK-320101-050-S	466	0	0	0	0	0
AK-320101-020-S	467	0	0	0	0	0
AK-330114-030-S	468	0	0	0	0	0
AK-330201-030-S	469	0	0	0	0	0
AK-330201-050-S	470	0	0	0	0	0
AK-330400-002-S	471	0	0	0	0	0
AV10000QP1M	472	0	0	0	0	0
F3Y030bf1M	473	0	0	0	0	0
MNS-133224-00	474	0	0	0	0	0
AV10000QP2M	475	0	0	0	0	0
470-12367	476	0	0	0	0	0
AK-330107-100-S	477	0	0	0	0	0
AK-330505-000-S	478	0	0	0	0	0
84473	479	0	0	0	0	0
AK-300200-030-S	480	0	0	0	0	0
AK-300100-018-S	481	0	0	0	0	0
10200005	482	0	0	0	0	0
10600095	483	0	0	0	0	0
10102005	484	0	0	0	0	0
10100060	485	0	0	0	0	0
10102477	486	0	0	0	0	0
10102478	487	0	0	0	0	0
MC.JLC11.002	488	0	0	0	0	0
KVR16LS11/8	489	0	750	850	850	800
TI-4180	490	0	0	0	0	0
F4U042bt	491	0	0	0	0	0
HYMP125U64CP8-S6	492	0	220	200	0	0
38894	493	0	0	0	0	0
M378B5663QZ3-CF7	494	0	200	0	0	0
24249	495	0	0	0	0	0
MC.JBG11.009	496	0	0	0	0	0
3180	497	0	0	0	0	0
PRT3	498	0	0	0	0	0
F8J023bt04-BLU	499	0	0	0	0	0
F8J023bt04-WHT	500	0	0	0	0	0
F8J023bt2M-BLK	501	0	0	0	0	0
F8J023bt3M-WHT	502	0	0	0	0	0
AK-310103-018-E	503	0	0	0	0	0
AK-310100-030-E	504	0	0	0	0	0
F2N028cp1.8M	505	0	0	0	0	0
F2N028cp3M	506	0	0	0	0	0
84506	507	0	0	0	0	0
84510	508	0	0	0	0	0
0B47084	509	0	0	0	0	0
DA-70455	510	0	0	0	0	0
AS615AA	511	0	0	0	0	0
H4F02AA	512	0	0	0	0	0
470-13630	513	0	0	0	0	0
F2CD049b	514	0	0	0	0	0
632730	515	0	0	0	0	0
DK-1531-050	516	0	0	0	0	0
632732	517	0	0	0	0	0
DK-1511-100	518	0	0	0	0	0
DK-1531-100	519	0	0	0	0	0
DK-1531-200	520	0	0	0	0	0
DK-1521-V-305	521	0	0	0	0	0
TS-HUB2K	522	0	0	0	0	0
F5U701cwBLK	523	0	0	0	0	0
VE 066	524	0	0	0	0	0
U-224	525	0	0	0	0	0
205153	526	0	0	0	0	0
CP2102	527	0	0	0	0	0
U-191	528	0	0	0	0	0
U-370	529	0	0	0	0	0
7805	530	0	0	0	0	0
14940	531	0	0	0	0	0
16082	532	0	0	0	0	0
I-390	533	0	0	0	0	0
HDE32	534	0	0	0	0	0
HDC-24	535	0	0	0	0	0
TS0GSJ25S3	536	0	0	0	0	0
TS1GSK64V3H	537	0	0	0	0	0
DT.SYUME.002	538	0	0	0	0	0
DualBoard 79	539	0	0	0	0	0
TouchBoard 78	540	0	0	0	0	0
TouchBoard 88	541	0	0	0	0	0
DA-70156	542	0	0	0	0	0
VEN 24	543	0	0	0	0	0
DA-70139-2	544	0	0	0	0	0
GR800D264L6/4G	545	0	0	0	0	0
GR800S264L6/4G	546	0	0	0	0	0
W-MB413G/A	547	0	0	0	0	0
CAB-PN-USB-LPT	548	0	0	0	0	0
SPC-1	549	0	0	0	0	0
ICSUSB(CP2102)	550	0	0	0	0	0
I-360	551	0	0	0	0	0
HY5QU12822CTP-D43 / HY5DU12822CTP-D43	552	0	0	0	0	0
GN32GB1600C11S	553	0	0	0	0	0
TED32G1600C1101	554	0	0	0	0	0
HYND7AUDR-50M48	555	0	0	0	0	0
GR1333S364L9/2G	556	0	0	0	0	0
GR1600S3V64L11/2G	557	0	0	0	0	0
K4T1G084QF-BCF7 8сh / K4T51083QЕ	558	0	0	0	0	0
GR1600S364L11/2G	559	0	0	0	0	0
KVR16N11/2	560	0	0	0	0	0
SP002GBLTU160V01	561	0	0	0	0	0
KVR1333D3N9/2G	562	0	0	220	0	160
GR1333D364L9S/4G	563	0	0	0	0	0
GR1333S364L9S/4G	564	0	0	0	0	0
GR1600D364L11S/4G	565	0	0	470	0	0
GR1600S3V64L11/4G	566	0	0	470	0	0
GR1600S364L11S/4G	567	0	0	0	0	0
GR1600D3V64L11S/4G	568	0	0	0	0	0
HMT451S6AFR8A-PB	569	0	0	470	380	370
TED3L4G1600C11-S01	570	0	0	0	0	0
GR1333D364L9/8G	571	0	0	0	0	0
GR1600D3V64L11/8G	572	0	0	0	0	0
TS1GLK64V6H	573	0	0	0	0	0
GY1600D364L10/8G	574	0	0	0	0	0
GYB1600D364L10/8G	575	0	0	0	0	0
KVR16LN11/8	576	0	0	0	0	0
H5TQ4G83MFR / H5TQ4G43MFR	577	0	0	0	0	0
HMT41GU6AFR8C-PBN0	578	0	0	0	0	0
TS16GJF330	579	0	0	0	0	0
39854	580	0	0	0	0	0
HB-401 black	581	0	0	0	0	0
HB-401 white	582	0	0	0	0	0
10720	583	0	0	0	0	0
14591	584	0	0	0	0	0
UH-008-RO	585	0	0	0	0	0
UHB-CT09	586	0	0	0	0	0
UHB-CT18	587	0	0	0	0	0
DUB-H7	588	0	0	0	0	0
A-OTG-AFBM-001	589	0	0	0	0	0
1300128	590	0	0	0	0	0
13272	591	0	0	0	0	0
212666	592	0	0	0	0	0
212668	593	0	0	0	0	0
212669	594	0	0	0	0	0
212667	595	0	0	0	0	0
KBO1623	596	0	0	0	0	0
A-DVI-VGA	597	0	0	0	0	0
VA 003	598	0	0	0	0	0
7789	599	0	0	0	0	0
CBL-PVGA-15	600	0	0	0	0	0
15261	601	0	0	0	0	0
7790	602	0	0	0	0	0
9150	603	0	0	0	0	0
PB349-0150	604	0	0	0	0	0
CC-HDMI4-15M	605	0	0	0	0	0
CC-HDMI4-30M	606	0	0	0	0	0
CC-DVI-6C	607	0	0	0	0	0
CC-DVI2-10	608	0	0	0	0	0
CC-DVI2-15	609	0	0	0	0	0
VD 100-10м.	610	0	0	0	0	0
CC-DVI2-10M	611	0	0	0	0	0
CC-HDMI-DVI-0.5M	612	0	0	0	0	0
A-HDMI-DVI-2	613	0	0	0	0	0
CC-HDMI-DVI-6	614	0	0	0	0	0
CC-HDMI-DVI-10	615	0	0	0	0	0
3810	616	0	0	0	0	0
VD 066-3м.	617	0	0	0	0	0
VD 066-2м.	618	0	0	0	0	0
VD 066-5m.	619	0	0	0	0	0
Art.GC 1419	620	0	0	0	0	0
Art.GC 1424	621	0	0	0	0	0
25424	622	0	0	0	0	0
KTT667D2/2G	623	0	0	0	0	0
PSAC250D	624	0	0	0	0	0
10430109	625	0	0	0	0	0
MC.JBG11.00F	626	0	0	0	0	0
MC.JBG11.00E	627	0	0	0	0	0
R532G1601U1S-UOBULK	628	0	0	0	0	0
R332G1339U1S-UOBULK	629	0	0	0	0	0
CT25664BA160BJ	630	0	0	0	0	0
KVR16N11S8/4	631	0	0	470	0	0
KVR13N9S8/4	632	0	0	0	0	0
KTD-L3CL/4G	633	0	0	0	0	0
KTD-XPS730BS/4G	634	0	0	0	0	0
KTL-TC316S/4G	635	0	0	0	0	0
KTH9600CS/4G	636	0	0	0	0	0
KTL-TP3CL/4G	637	0	0	0	0	0
KTD-XPS730CS/4G	638	0	0	0	0	0
CT4G3S160BMCEU	639	0	0	0	0	0
R538G1601S2S-U	640	0	0	0	0	0
CT4G4SFS8213	641	0	0	0	0	0
TS1GSK64V3H	642	0	0	0	0	0
R748G2400U2S	643	0	0	0	0	0
KTD-L3CL/8G	644	0	0	0	0	0
KTH9600C/8G	645	0	0	0	0	0
BLT8G3D1869DT1TX0CEU	646	0	0	0	0	0
KTA-MB1600L/8G	647	0	0	0	0	0
KTL-TP3CL/8G	648	0	0	850	0	0
KVR16E11/8	649	0	0	0	0	0
CT8G4SFD8213	650	0	0	0	0	830
KVR21R15S4/8	651	0	0	0	0	0
KVR16R11D8/8HB	652	0	0	0	0	0
KTL-TC316E/8G	653	0	0	0	0	0
KTD-PE313E/8G	654	0	0	0	0	0
37987	655	0	0	0	0	0
43007	656	0	0	0	0	0
43012	657	0	0	0	0	0
PRM1	658	0	0	0	0	0
PRM2	659	0	0	0	0	0
PRMC2	660	0	0	0	0	0
PRMC3	661	0	0	0	0	0
PRM3	662	0	0	0	0	0
PRTC2	663	0	0	0	0	0
PRT1	664	0	0	0	0	0
SRM-1104	665	0	0	0	0	0
PRTC3	666	0	0	0	0	0
PRTC4	667	0	0	0	0	0
M92XWH	668	0	0	0	0	0
M100NWV1	669	0	0	0	0	0
T99UWS1	670	0	0	0	0	0
PRM4	671	0	0	0	0	0
PRMC4	672	0	0	0	0	0
T120UWV1	673	0	0	0	0	0
PRMC5	674	0	0	0	0	0
M100VSR-PRO	675	0	0	0	0	0
PRM5	676	0	0	0	0	0
